,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
375,Novaya Ladoga,0,RU,1539305842,93,60.11,32.31,41.03,5.75
376,Todos Santos,75,MX,1539301680,37,23.45,-110.23,86.0,13.87
377,Guiyang,20,CN,1539302400,93,26.58,106.71,51.8,2.24
378,Doha,0,QA,1539302400,66,25.29,51.53,87.8,5.82
379,Tamale,80,GH,1539305843,87,9.4,-0.84,78.65,2.73
380,Baykalsk,92,RU,1539305843,100,51.52,104.15,41.53,5.75
381,Stranda,20,NO,1539303600,48,62.31,6.93,60.8,11.41
382,Tres Arroyos,92,AR,1539305762,43,-38.38,-60.28,53.86,7.65
383,Tiksi,92,RU,1539305408,94,71.64,128.87,27.67,3.51
384,Sarmizegetusa,0,RO,1539305846,81,45.52,22.78,41.8,2.73
385,Caceres,76,CO,1539305846,100,5.53,-74.53,66.68,0.94
386,Mitsamiouli,0,KM,1539305847,100,-11.38,43.28,76.22,9.66
387,Nara,75,JP,1539302400,55,34.68,135.8,64.4,9.17
388,La Labor,44,MX,1539305848,52,21.24,-102.78,75.82,3.4
389,Zhezkazgan,90,KZ,1539302400,49,47.8,67.71,46.4,15.66
390,Yerbogachen,92,RU,1539305511,72,61.28,108.01,36.22,7.76
391,Warrington,0,GB,1539303600,93,53.39,-2.59,50.0,8.05
392,Yumen,0,CN,1539305471,71,40.29,97.04,28.93,4.97
393,Wilkie,0,CA,1539305850,64,52.41,-108.71,36.76,8.99
394,Kharp,8,RU,1539305851,81,66.82,65.8,27.62,16.49
395,Shingu,75,JP,1539302400,59,33.72,135.99,64.4,18.34
396,Tlacotepec,75,MX,1539301680,77,18.96,-99.93,60.8,3.36
397,Sweetwater,90,US,1539303300,71,32.47,-100.41,73.04,10.29
398,Kichera,56,RU,1539305852,100,55.93,110.1,31.99,4.18
399,Bacolod,24,PH,1539305853,72,10.68,122.95,83.92,6.98
400,Granada,40,NI,1539302400,83,11.93,-85.96,75.2,9.17
401,Vila,75,IT,1539303600,93,45.18,8.4,59.0,9.17
402,Arica,90,CL,1539304620,93,-18.48,-70.32,66.2,5.82
403,Tamandare,24,BR,1539305378,90,-8.28,-70.75,76.72,1.05
404,Moree,48,AU,1539305858,94,-29.46,149.84,66.64,11.01
405,Tinskoy,20,RU,1539305858,86,56.15,96.92,25.33,2.39
406,Sibu,75,MY,1539302400,88,2.29,111.83,77.0,2.24
407,Vestmannaeyjar,80,IS,1539305436,94,63.44,-20.27,46.88,24.76
408,Oktyabrskiy,0,RU,1539302400,86,55.61,37.97,37.4,2.24
409,Adet,48,ET,1539305859,88,11.26,37.49,53.27,3.18
410,Seoul,0,KR,1539304200,66,37.57,126.98,55.4,5.82
411,Santa Lucia,5,IT,1539302100,88,39.93,9.66,66.2,9.17
412,Tabuk,12,PH,1539305861,91,17.41,121.44,71.14,1.5
413,Awbari,36,LY,1539305862,34,26.59,12.77,72.98,8.66
414,Ulenje,20,TZ,1539305863,81,-8.93,33.68,56.02,3.06
415,Galle,20,US,1539302160,63,29.74,-97.91,73.04,7.99
416,Baghdad,32,IQ,1539302400,32,33.3,44.38,80.6,6.93
417,Nabire,8,ID,1539305864,86,-3.36,135.5,76.81,2.06
418,Belen,40,TR,1539301800,59,36.49,36.19,66.2,4.7
419,Eyrarbakki,90,IS,1539302400,70,63.86,-21.15,46.4,14.99
420,Saint Leonard,90,US,1539305400,94,38.47,-76.51,78.08,5.82
421,Santa Cruz,1,US,1539304500,55,36.97,-122.03,71.6,16.11
422,Rafaela,88,AR,1539305868,46,-31.25,-61.49,63.58,17.6
423,Wuzhou,20,CN,1539305868,87,23.48,111.3,64.88,3.18
424,Adamantina,64,BR,1539305869,92,-21.69,-51.08,72.98,7.65
425,Santiago de Cao,40,PE,1539302400,82,-7.96,-79.24,66.2,9.17
426,Gustavo Diaz Ordaz,75,MX,1539301380,13,24.01,-104.69,77.0,10.29
427,Kiama,75,AU,1539302400,55,-34.67,150.86,60.8,16.11
428,Kailua,75,US,1539304980,60,21.39,-157.74,84.92,8.05
429,Ornskoldsvik,90,SE,1539303600,100,63.29,18.72,46.4,11.41
430,Itoman,90,JP,1539304260,88,26.12,127.67,68.0,11.41
431,College,90,US,1539302280,99,64.86,-147.8,42.8,4.7
432,Pinheiro Machado,68,BR,1539305872,66,-31.58,-53.38,56.11,17.72
433,Zonguldak,88,TR,1539305601,97,41.25,31.83,58.85,2.06
434,Livingston,1,US,1539302280,69,32.58,-88.19,66.02,3.36
435,Melfi,40,IT,1539302100,82,41.0,15.66,62.6,5.82
436,Gorontalo,12,ID,1539305873,87,0.54,123.06,78.97,1.05
437,Areia Branca,0,BR,1539306000,65,-10.76,-37.31,78.8,13.87
438,Poum,0,MK,1539305564,84,41.28,20.71,36.49,1.61
439,Pudozh,64,RU,1539305878,85,61.81,36.54,40.27,7.2
440,Oskemen,75,KZ,1539302400,75,49.96,82.61,41.0,4.47
441,Nome,1,US,1539303300,63,30.04,-94.42,73.94,3.36
442,Altay,0,CN,1539305453,64,47.83,88.13,17.27,3.06
443,Rundu,44,NA,1539305481,41,-17.91,19.77,61.6,2.73
444,Ugra,0,RU,1539305882,81,54.78,34.32,35.0,2.62
445,Vallenar,92,CL,1539305883,86,-28.58,-70.76,52.87,1.5
446,Nuuk,20,GL,1539301800,73,64.17,-51.74,24.8,11.41
447,Vetapalem,0,IN,1539305884,94,15.78,80.32,83.02,6.08
448,Nhulunbuy,20,AU,1539304200,51,-12.18,136.78,86.0,10.29
449,De-Kastri,0,RU,1539305884,100,51.48,140.77,45.08,5.53
450,Salalah,0,OM,1539301800,62,17.01,54.1,84.2,16.11
451,Sorong,76,ID,1539305885,100,-0.86,131.25,79.69,6.64
452,Chai Nat,8,TH,1539305886,89,15.18,100.13,74.47,7.43
453,Gaoual,8,GN,1539305886,89,11.75,-13.2,72.53,5.97
454,Ialibu,40,PG,1539302400,73,-6.28,143.99,69.8,2.39
455,Komsomolskiy,80,RU,1539305887,90,67.55,63.78,29.74,17.16
456,Mamou,92,GN,1539305888,92,10.37,-12.08,72.31,2.73
457,Praia da Vitoria,40,PT,1539303360,94,38.73,-27.07,69.8,38.74
458,Higueron,75,PA,1539302400,100,8.5,-82.29,75.2,3.36
459,Gondanglegi,8,ID,1539305889,74,-7.75,112.01,73.39,4.74
460,Axim,92,GH,1539305890,97,4.87,-2.24,79.33,9.66
461,Novyy Urengoy,88,RU,1539305890,96,66.08,76.63,32.62,7.43
462,Yagodnoye,88,RU,1539305890,88,62.52,149.63,18.67,2.73
463,Ciudad Bolivar,76,VE,1539305770,90,8.12,-63.55,76.27,3.74
464,Weiser,0,US,1539305891,51,44.25,-116.97,50.98,2.62
465,Mozarlandia,0,BR,1539305892,75,-14.74,-50.57,76.63,5.08
466,Jiwani,0,PK,1539305892,65,25.05,61.74,67.81,8.55
467,Shilong,75,CN,1539302400,68,23.11,113.84,69.8,11.18
468,Shagonar,8,RU,1539305894,100,51.54,92.92,26.18,0.6
469,Nanning,0,CN,1539302400,77,22.83,108.3,66.2,2.24
470,Ilulissat,0,GL,1539301800,56,69.22,-51.1,14.0,1.12
471,Xining,8,CN,1539305895,71,36.62,101.77,19.07,2.95
472,Natal,20,BR,1539306000,69,-5.81,-35.21,78.8,14.99
473,San Andres,0,PH,1539305896,100,13.32,122.68,83.29,9.1
474,Uenohara,90,JP,1539302400,83,35.63,139.09,69.8,8.05
475,Mbale,88,UG,1539305897,97,1.07,34.17,60.34,0.49
476,Cordoba,92,CO,1539305897,96,5.59,-73.79,54.13,1.16
477,Saint-Augustin,44,FR,1539304200,93,44.83,-0.61,60.8,2.24
478,Praya,40,ID,1539304200,70,-8.71,116.27,84.2,8.05
479,Havelock,20,US,1539303480,71,34.88,-76.9,78.08,21.74
480,Vilhena,32,BR,1539305615,89,-12.74,-60.15,74.42,1.61
481,Magadan,90,RU,1539302400,93,59.56,150.8,42.8,4.47
482,Wagar,0,US,1539305751,44,31.44,-87.99,72.85,6.76
483,Kendari,0,ID,1539305900,65,-3.99,122.52,81.49,3.18
484,Bandar-e Lengeh,0,IR,1539302400,78,26.56,54.88,78.8,3.51
485,Suntar,92,RU,1539305901,98,62.16,117.65,38.15,6.64
486,Chernyanka,0,RU,1539305902,86,50.94,37.8,39.23,5.08
487,Novobureyskiy,0,RU,1539305902,77,49.8,129.88,39.37,2.62
488,Xifeng,0,CN,1539305903,64,42.73,124.72,43.33,4.41
489,Anori,48,BR,1539305904,83,-3.74,-61.66,81.98,0.72
490,Bireun,76,ID,1539305904,100,5.2,96.7,77.26,3.06
491,Guamuchil,0,MX,1539305905,51,25.47,-108.1,86.26,5.64
492,Viedma,92,AR,1539305553,29,-40.81,-62.99,57.82,13.8
493,Bonthe,8,SL,1539305905,100,7.53,-12.5,74.02,2.39
494,Lafia,24,NG,1539305906,95,8.5,8.51,74.02,8.43
495,Laguna,75,MX,1539301500,61,27.52,-110.01,82.4,5.82
496,Kahului,90,US,1539305040,88,20.89,-156.47,87.08,4.7
497,Hwange,0,ZW,1539305910,41,-18.35,26.5,59.98,5.41
498,Soyo,56,AO,1539305911,94,-6.13,12.37,73.57,3.51
499,Porto Novo,75,BR,1539302400,88,-23.68,-45.44,68.0,9.17
500,Bettiah,24,IN,1539305912,92,26.8,84.51,68.75,2.51
501,Tessalit,0,ML,1539305912,34,20.2,1.01,68.57,5.97
502,Adre,20,TD,1539305913,25,13.47,22.2,72.49,11.23
503,Georgetown,0,GY,1539302400,88,6.8,-58.16,78.8,9.17
504,Isfana,0,KG,1539302400,81,39.84,69.53,51.8,6.71
505,Sangar,88,RU,1539305440,74,63.92,127.47,24.65,8.21
506,Ibra,0,OM,1539305914,57,22.69,58.55,52.42,2.17
507,Buckeye,75,US,1539302280,41,33.37,-112.58,80.96,10.29
508,Mount Dora,1,US,1539302160,76,28.8,-81.64,84.92,4.7
509,Port Hedland,0,AU,1539304200,42,-20.31,118.58,86.0,10.29
510,Lafayette,1,US,1539304500,80,30.22,-92.02,73.04,3.36
511,Huarmey,12,PE,1539305410,77,-10.07,-78.15,62.0,3.62
512,Rabo de Peixe,75,PT,1539304200,88,37.8,-25.58,71.6,29.97
513,Dandong,0,CN,1539305917,86,40.12,124.37,43.78,2.95
514,Tadine,44,NC,1539305917,91,-21.55,167.88,76.67,4.97
515,Sabha,8,LY,1539305918,32,27.03,14.43,77.26,13.13
516,Havre-Saint-Pierre,90,CA,1539302400,69,50.23,-63.6,33.8,3.36
517,Luwuk,92,ID,1539305919,100,-0.95,122.79,77.48,3.51
518,Araouane,0,ML,1539305919,32,18.9,-3.53,73.03,5.19
519,Alagoinhas,0,BR,1539305920,76,-12.13,-38.42,72.53,9.66
520,Antalaha,92,MG,1539305920,97,-14.9,50.28,71.63,12.68
521,Cabitan,44,PH,1539305921,92,12.29,123.34,83.29,10.45
522,Satipo,64,PE,1539305921,99,-11.26,-74.64,65.65,1.5
523,Khudat,88,AZ,1539305921,100,41.63,48.68,55.25,3.4
524,Vila Velha,0,BR,1539302400,78,-3.71,-38.6,80.6,9.17
525,Port Lincoln,20,AU,1539305378,82,-34.72,135.86,64.21,14.81
526,Tanabe,75,JP,1539302400,59,33.73,135.39,64.4,18.34
527,Coihaique,0,CL,1539302400,52,-45.58,-72.07,46.4,3.36
528,Valdosta,1,US,1539304500,73,30.83,-83.28,78.44,4.7
529,Broken Hill,0,AU,1539305923,66,-31.97,141.45,68.03,11.79
530,Puntarenas,75,CR,1539303600,100,9.98,-84.84,69.8,4.7
531,Drumnadrochit,0,GB,1539303600,93,57.34,-4.48,46.4,1.12
532,Champerico,90,MX,1539301560,88,16.38,-93.6,75.2,5.82
533,Marsa Matruh,20,EG,1539302400,77,31.35,27.25,66.2,4.18
534,Tsabong,0,BW,1539305926,23,-26.02,22.4,69.25,12.12
